Keyword,Rank,ASIN,Title,Brand,Latest Selling Price,Original Price,Present
Anti Breakage,-1,13655,L'Oreal Paris Total Repair 5 Conditioner,L'Oreal Paris,209.0,209.0,False
Anti Breakage,-1,2777818,Nykaa Naturals Fermented Rice Water & Bamboo Shampoo & Conditioner Combo For Dry & Damaged Hair,Nykaa Naturals,599.0,798.0,False
Anti Breakage,-1,2777821,"Nykaa Naturals Fermented Rice Water Shampoo, Conditioner & Hair Mask Combo For Dry & Damaged Hair",Nykaa Naturals,978.0,1397.0,False
Anti Breakage,-1,4898909,Bare Anatomy EXPERT Damage Repair Hair Mask For Dull & Damaged Hair With Ceramide A2,Bare Anatomy,685.0,745.0,False
Anti Breakage,-1,4712772,Garnier Fructis Hair Food Smoothing Conditioner,Garnier,549.0,549.0,False
Anti Breakage,-1,4618536,Bare Anatomy EXPERT Damage Repair Serum For Dry & Damaged Hair With Ceramide A2,Bare Anatomy,437.0,475.0,False
Anti Breakage,-1,688699,Schwarzkopf Professional Bonacure Peptide Repair Rescue Micellar Shampoo + Conditioner + Mask + Serum - For Dry & Damaged Hair,Schwarzkopf Professional,3520.0,3785.0,False
Anti Breakage,-1,5083400,Fable & Mane HoliRoots Repairing Hair Mask For Damaged Hair With Mango Butter Banana & Coconut Cream,Fable & Mane,2500.0,2500.0,False
Anti Breakage,-1,418274,Nykaa Naturals Skin Secrets Exotic Indulgence Sheet Mask,Nykaa Naturals,85.0,100.0,False
Anti Breakage,-1,4884174,Nykaa Naturals Skin Secrets Indian Rituals Sheet Mask,Nykaa Naturals,85.0,100.0,False
Anti Breakage,-1,5544124,MCaffeine Exfoliating Coffee Body Scrub For Tan Removal & Soft-smooth Skin - 100% Natural & Vegan,Mcaffeine,379.0,449.0,False
Anti Breakage,-1,875156,Neutrogena Hydro Boost Water Gel,Neutrogena,360.0,450.0,False
Anti Breakage,-1,833283,Estee Lauder Advanced Night Repair Synchronized Multi-Recovery Complex (Serum),Estee Lauder,5900.0,5900.0,False
Anti Breakage,-1,1068002,Minimalist 10% Vitamin C Serum For Face For Illuminating Skin For Beginners,Minimalist,629.0,699.0,False
Anti Breakage,-1,1112060,L'Oreal Paris Revitalift 1.5% Hyaluronic Acid Serum,L'Oreal Paris,849.0,999.0,False
Anti Breakage,-1,863854,Nykaa Naturals Face Wash,Nykaa Naturals,97.0,139.0,False
Anti Breakage,-1,5003161,The Ordinary Hyaluronic Acid 2% + B5,The Ordinary,700.0,700.0,False
Anti Breakage,-1,1467106,Minimalist 2% Salicylic Acid + LHA Cleanser With Zinc For Reducing Sebum & Acne,Minimalist,284.0,299.0,False
Anti Breakage,-1,2793282,Dot & Key Vitamin C + E Super Bright Moisturizer,Dot & Key,476.0,595.0,False
Anti Breakage,-1,542941,The Face Shop Real Nature Face Mask,The Face Shop,100.0,100.0,False
Anti Breakage,-1,4884175,Nykaa Naturals Skin Secrets Active Skin Solutions Sheet Mask,Nykaa Naturals,100.0,100.0,False
Anti Breakage,-1,822107,M.A.C Strobe Cream / Mini Hydratant Lumineux Pinklite,M.A.C,1100.0,1100.0,False
Anti Breakage,-1,464331,TONYMOLY Pureness 100 Mask Sheet,Tonymoly,100.0,100.0,False
Anti Breakage,-1,10087,Schwarzkopf Professional SPA Essence Nourishing Shampoo,Schwarzkopf Professional,1045.0,1100.0,False
Anti Breakage,-1,4317603,L'Oreal Paris Extraordinary Oil Smooth Shampoo(Paraben & Silicone Free) 440ml| Nourishing Shampoo,L'Oreal Paris,949.0,999.0,False
Anti Breakage,-1,543694,"Wella Professionals INVIGO Nutri Enrich Deep Nourishing Mask, Shampoo & Conditioner Combo",Wella Professionals,2009.0,2115.0,False
Anti Breakage,-1,386434,Biotique Bio Soya Protein Fresh Nourishing Shampoo,Biotique,155.0,155.0,False
Anti Breakage,-1,25257,The Body Shop Banana Truly Nourishing Shampoo,The Body Shop,745.0,745.0,False
Anti Breakage,-1,730038,"Schwarzkopf Professional Bonacure Scalp Genesis Spa Essence Nourishing Shampoo, Conditioner with Enriching Masque Combo",Schwarzkopf Professional,2660.0,2860.0,False
Anti Breakage,-1,1037225,Matrix Opti Long Nourish Protect Nourishing Shampoo Ceramide,Matrix,360.0,360.0,False
Anti Breakage,-1,32603,Sunsilk Nourishing Soft & Smooth Shampoo With Egg Protein Almond Oil & Vitamin C,Sunsilk,510.0,600.0,False
Anti Breakage,-1,1423,Sunsilk Nourishing Soft & Smooth Shampoo With Egg Protein Almond Oil & Vitamin C,Sunsilk,224.0,280.0,False
Anti Breakage,-1,1323812,Matrix Opti Long Nourish Protect Nourishing Shampoo Ceramide 200ml & Conditioner 98g,Matrix,603.0,635.0,False
Anti Breakage,-1,755955,Just Herbs 8 In 1 Root Nourishing Amla Neem Shampoo,Just Herbs,450.0,625.0,False
Anti Breakage,-1,269945,The Body Shop Banana Truly Nourishing Shampoo,The Body Shop,745.0,745.0,False
Anti Breakage,-1,755953,"Just Herbs Lush Methi Shikakai Nourishing Shampoo For Dry,Frizzy Hair",Just Herbs,450.0,625.0,False
Anti Breakage,-1,730062,"Schwarzkopf Professional Bonacure Scalp Genesis Spa Essence Nourishing Shampoo, Conditioner with Hydrating Cream Masque Combo",Schwarzkopf Professional,2660.0,2860.0,False
Anti Breakage,-1,2777504,Pilgrim Hair Nourishing Essentials Sulphate Free Shampoo + Argan Oil Hair Conditioner & Hair Serum,Pilgrim,1140.0,1200.0,False
Anti Breakage,-1,6788927,Matrix Opti Long Nourish Protect Nourishing Regime -Shampoo + Conditioner + Leave In Cream,Matrix,995.0,1105.0,False
Anti Breakage,-1,952743,Biotique Advanced Organics Banana Deeply Nourishing Shampoo,Biotique,330.0,330.0,False
Anti Breakage,-1,1330516,Baidyanath Shikakai And Bhringraj Nourishing Shampoo,Baidyanath,180.0,240.0,False
Hair growth,1,1411967,Minimalist 18% Hair Growth Actives Hair Serum For Reducing Hairfall & Growth,Minimalist,759.0,799.0,True
Hair growth,2,2689784,ThriveCo Hair Growth Serum,Thriveco,1200.0,1999.0,True
Hair growth,3,2753976,Aravi Organic Rosemary Essential Oil for Hair Growth & Hair Nourish,Aravi Organic,280.0,322.0,True
Hair growth,4,3908555,Protouch Biotin & Collagen Hair Growth Drops,Protouch,600.0,750.0,True
Hair growth,5,1022264,The Derma Co. Biotin & MultiVitamins for Hair Growth,The Derma Co,232.0,249.0,True
Hair growth,6,1500985,Pilgrim Redensyl & Anagain Advanced Hair Growth Serum,Pilgrim,808.0,850.0,True
Hair growth,7,4960819,Nykaa Naturals Scalp Massager Brush For Blood Circulation & Natural Hair Growth,Nykaa Naturals,399.0,499.0,True
Hair growth,8,2731191,"Keya Seth, Neem Wooden Comb Wide Tooth For Hair Growth For Men & Women All Purpose Small Size",Keya Seth,199.0,199.0,True
Hair growth,9,3985404,Mamaearth Onion Shampoo For Hair Growth & Hair Fall Control With Onion & Plant Keratin,Mamaearth,849.0,999.0,True
Hair growth,10,348870,Nykaa Naturals Essential Oil,Nykaa Naturals,245.0,350.0,True
Hair growth,11,5506340,Nykaa Naturals Onion & Fenugreek Hair Growth Paraben and Sulphate Free Shampoo,Nykaa Naturals,359.0,399.0,True
Hair growth,12,357142,Biotique Bio Kelp Protein Shampoo for Falling Hair Growth Treatment,Biotique,79.0,79.0,True
Hair growth,13,709399,WOW Skin Science Red Onion Black Seed Oil Shampoo,Wow,431.0,575.0,True
Hair growth,14,959831,Nykaa Naturals Onion & Fenugreek Hair Growth Paraben and Sulphate Free Shampoo,Nykaa Naturals,359.0,399.0,True
Hair growth,15,348869,Nykaa Naturals Facial Oil - Pure Cold Pressed,Nykaa Naturals,560.0,800.0,True
Hair growth,16,959836,Nykaa Naturals Onion & Fenugreek Hair Growth Paraben and Sulphate Free Conditioner,Nykaa Naturals,359.0,399.0,True
Hair growth,17,1171812,Nykaa Naturals Onion & Fenugreek Shampoo & Conditioner - Hair Growth Combo,Nykaa Naturals,599.0,798.0,True
Hair growth,18,3985405,Mamaearth Onion Scalp Serum With Onion & Biotin For Healthy Hair Growth,Mamaearth,278.0,299.0,True
Hair growth,19,3708427,Streak Street Hair Scalp Massager & Shampoo Brush - Smooch Pink - Promotes Hair Growth,Streak Street,179.0,300.0,True
Hair growth,20,347865,VILVAH Hair Growth Oil (Reverse Balding),Vilvah,618.0,650.0,True
Hair growth,-1,5597748,Anomaly Clarifying Shampoo for Deep Cleanse with Charcoal & Eucalyptus,Anomaly,750.0,750.0,False
Hair growth,-1,4916205,Bare Anatomy EXPERT Ultra Smoothening Shampoo For Smooth & Shiny Hair With Niacinamide,Bare Anatomy,553.0,595.0,False
Hair growth,-1,208997,Tresemme Keratin Smooth With Argan Oil Shampoo,Tresemme,713.0,950.0,False
Hair growth,-1,6671067,L'Oreal Paris Hyaluron Moisture 72H Moisture Filling Shampoo,L'Oreal Paris,875.0,1029.0,False
Hair growth,-1,158920,Matrix Opti Care Professional Ultra Smoothing Shampoo,Matrix,360.0,360.0,False
Hair growth,-1,18402,"L'Oreal Professionnel Absolut Repair Shampoo with Protein and Gold Quinoa, Serie Expert",L'Oreal Professionnel,695.0,695.0,False
Hair growth,-1,5360837,Herbal Essences Argan Oil Of Morocco Shampoo - For Frizz Free Hair - Paraben Free,Herbal Essences,390.0,600.0,False
Hair growth,-1,5597747,Anomaly Hydrating Shampoo for Dull & Dry Hair with Coconut Oil & Aloe Vera,Anomaly,750.0,750.0,False
Hair growth,-1,1162179,L'Oreal Paris Dream Lengths Shampoo,L'Oreal Paris,175.0,175.0,False
Hair growth,-1,458925,Schwarzkopf Professional Bonacure Keratin Smooth Perfect Micellar Shampoo,Schwarzkopf Professional,950.0,1000.0,False
Hair growth,-1,10500,LOreal Professionnel X-Tenso Care Pro-Keratine + Incell Shampoo,L'Oreal Professionnel,610.0,610.0,False
Hair growth,-1,415929,Wella Professionals INVIGO Nutri Enrich Deep Nourishing Shampoo,Wella Professionals,650.0,650.0,False
Hair growth,-1,695598,De Fabulous Reviver Hair Repair Shampoo & Conditioner Combo,De Fabulous,2610.0,2610.0,False
Hair growth,-1,458944,Schwarzkopf Professional Bonacure Peptide Repair Rescue Micellar Shampoo,Schwarzkopf Professional,950.0,1000.0,False
Hair growth,-1,6709485,Love Beauty & Planet Onion Blackseed & Hairfall Control Sulfate Free Shampoo,Love Beauty & Planet,261.0,350.0,False
Hair growth,-1,2280,Khadi Natural Amla & Bhringraj Hair Cleanser SLS Paraben Free (For All hair types),Khadi Natural,224.0,299.0,False
Hair growth,-1,14529,Matrix Biolage Smoothproof Smoothing Shampoo,Matrix,225.0,225.0,False
Hair growth,-1,5597749,Anomaly Shine Conditioner for Nourishment & Shine with Murumuru Butter & Jojoba oil,Anomaly,750.0,750.0,False
Hair growth,-1,19621,"Soulflower Rosemary Essential Oil 100% Pure and Natural for Moisturising Skin, Hair Nourishment",Soulflower,383.0,450.0,False
Hair growth,-1,4740185,Be Bodywise Complete Skin And Hair Nourishment Kit,Be Bodywise,1098.0,1098.0,False
Hair growth,-1,4962942,"TAC - The Ayurveda Co. Lip And Cheek Tint, Shea Butter Lip Stain (Beet Mighty Pink)",Tac - The Ayurveda Co.,476.0,595.0,False
Hair growth,-1,389888,"Bajaj Almond Drops Hair Oil enriched with 6X Vitamin E, Reduces Hair Fall",Bajaj,370.0,435.0,False
Hair growth,-1,5478313,Buds & Berries Rice Water & Chia Seed Shampoo,Buds & Berries,375.0,500.0,False
Hair growth,-1,2792658,MCaffeine Coffee Shampoo & Conditioner Duo for Hair Fall Control & Nourishment,Mcaffeine,795.0,998.0,False
Hair growth,-1,906457,L'Oreal Paris Bestseller's Regime Nourishment Kit,L'Oreal Paris,1207.0,1207.0,False
Hair growth,-1,294918,Soulflower Coldpressed Olive Carrier Oil,Soulflower,183.0,215.0,False
Hair growth,-1,946335,Streax Professional Spa Nourishment Hair Masque,Streax Professional,523.0,550.0,False
Hair growth,-1,859289,TNW The Natural Wash Onion Hair Oil for Hair Growth & Reduce Hair Fall with Comb Applicator,Tnw The Natural Wash,280.0,350.0,False
Hair growth,-1,305227,Ustraa Daily Use Hair & Scalp Nourishment Cream,Ustraa,169.0,199.0,False
Hair growth,-1,1484950,MCaffeine Coffee & Milk Moisturizing Face Scrub with Shea Butter for Gentle Exfoliation & Skin Nourishment,Mcaffeine,199.0,229.0,False
Hair growth,-1,1010843,Kama Ayurveda Top To Toe Nourishment Gift Box,Kama Ayurveda,795.0,795.0,False
Hair growth,-1,2633252,"Kapiva Ayurveda Hair Care Juice - For Hair Nourishment - With Amla, Noni, Bhringraj & Ashwagandha",Kapiva Ayurveda,594.0,699.0,False
Hair growth,-1,91601,"Soulflower Castor Oil For Hair & Skin Nourishment Pure, Natural and Coldpressed Hair Oil",Soulflower,298.0,350.0,False
Hair growth,-1,6939495,Buds & Berries Rice Water And Chia Seeds Hair Nourishment Regimen (Shampoo + Hair Mask),Buds & Berries,825.0,1100.0,False
Hair growth,-1,1017255,Cetaphil Winter Essentials For Extra Nourishment,Cetaphil,893.0,940.0,False
Hair growth,-1,1184602,Nykaa Wanderlust French Lavender Shower Gel + Body Scrub + Body Butter All day Nourishment Combo,Wanderlust,1063.0,1250.0,False
Hair growth,-1,5506693,Mamaearth Onion Hair Styling Cream For Men With Onion & Redensyl For Nourishment & Styling,Mamaearth,263.0,299.0,False
Hair growth,-1,5091885,Vedix Onion Hair Oil - Dry Hair - Snihith Deep Nourishment Anti Hair Fall Oil,Vedix,439.0,549.0,False
Hair growth,-1,1399617,"TAC - The Ayurveda Co. Hair Mask with Methi & Amla, for Fizzy & Damaged Hair & Deep Nourishment",Tac - The Ayurveda Co.,676.0,795.0,False
Hair growth,-1,5788869,Dove Amplified Moisture Spa Recovery Hair Mask For Curls & Coils With Intense Nourishment,Dove,899.0,899.0,False
Hair growth,-1,3512320,MCaffeine Natural Loofah for Deep Cleansing & Dead Skin Removal,Mcaffeine,159.0,199.0,False
Hair growth,-1,19760,Lotus Herbals Whiteglow 3-in-1 Deep Cleansing Skin Whitening Facial Foam,Lotus Herbals,116.0,155.0,False
Hair growth,-1,197303,Lakme Deep Cleanser Cleansing Milk,Lakme,135.0,150.0,False
Hair growth,-1,262938,Klairs Gentle Black Deep Cleansing Oil,Klairs,1335.0,1570.0,False
Hair growth,-1,3512315,MCaffeine Coffee Body Wash with Vitamin E for Deep Cleansing and Hydration,Mcaffeine,359.0,399.0,False
Hair growth,-1,1082185,MCaffeine Espresso Coffee Bathing Bar - pH 5.5 Soap Free Syndet Bar with Vitamin E for Deep Cleansing,Mcaffeine,239.0,299.0,False
Hair growth,-1,24141,Lotus Professional Phyto-Rx Deep Pore Cleansing Face Wash,Lotus Herbals,352.0,440.0,False
Hair growth,-1,1474701,Nykaa Naturals CleanTouch 2 in 1 Face Brush & Massager for Deep Cleansing & Exfoliation,Nykaa Naturals,2249.0,2999.0,False
Hair growth,-1,2725449,DHC Beauty Deep Cleansing Oil,Dhc Beauty,699.0,699.0,False
Hair growth,-1,26486,Kiehl's Calendula Deep Cleansing Foaming Face Wash,Kiehl'S,2400.0,2400.0,False
Hair growth,-1,3548060,"MCaffeine Coffee Deep Cleansing Body Kit with Body Scrub, Body Wash, Body Lotion",Mcaffeine,975.0,1223.0,False
Hair growth,-1,40041,Biotique Bio Almond Oil Deep Cleanse Purifying Cleansing Oil Face & Eye Makeup remover,Biotique,175.0,175.0,False
Hair growth,-1,6453603,"MCaffeine Coffee Body Exfoliation Kit - Body Scrub, Body Wash & Bath Glove - Tan Removal & Deep Cleansing",Mcaffeine,899.0,1147.0,False
Hair growth,-1,463333,"NIVEA Women Body Wash,Clay Fresh Hibiscus & Grapefruit Shower Gel,Deep Cleansing & Velvety Soft Skin",Nivea,207.0,225.0,False
Hair growth,-1,1495102,TNW The Natural Wash Vitamin C Exfolaiting Face Wash For Deep Cleansing & Skin Brightening,Tnw The Natural Wash,250.0,320.0,False
Hair growth,-1,519700,MCaffeine Deep Pore Cleansing Regime,Mcaffeine,975.0,1273.0,False
Hair growth,-1,5960485,St. Ives Tea Tree Pimple Clear Face Wash Cleanser,St. Ives,288.0,360.0,False
Hair growth,-1,1473197,Nykaa Naturals CleanTouch 2 in 1 Face Brush & Massager for Deep Cleansing & Exfoliation - Pink,Nykaa Naturals,2249.0,2999.0,False
Hair growth,-1,25284,The Body Shop Deep Cleansing Seaweed Gel Wash,The Body Shop,945.0,945.0,False
Hair growth,-1,6034086,L'Oreal Paris Revitalift Deep Purifying Crystal Cleansing Gel,L'Oreal Paris,499.0,499.0,False
Hair growth,-1,28359,Kama Ayurveda Bringadi Intensive Hair Treatment Oil,Kama Ayurveda,450.0,450.0,False
Hair growth,-1,10514,L'Oreal Professionnel Aminexil Advanced Aminexil + Omega 6 (10Pcs),L'Oreal Professionnel,1950.0,1950.0,False
Hair growth,-1,3985403,Mamaearth Onion Conditioner With Onion & Coconut For Hair Fall Control,Mamaearth,503.0,559.0,False
Hair growth,-1,171236,Indulekha Bringha Hair Oil,Indulekha,971.0,1170.0,False
Hair growth,-1,10509,LOreal Professionnel X-Tenso Care Masque,L'Oreal Professionnel,720.0,720.0,False
Hair growth,-1,5003163,The Ordinary Multi-Peptide Serum For Hair Density,The Ordinary,1650.0,1650.0,False
Hair growth,-1,10508,L'Oreal Professionnel X-Tenso Care Serum,L'Oreal Professionnel,630.0,630.0,False
Hair growth,-1,1328949,L'Oreal Professionnel X-Tenso Shampoo + Masque + Serum,L'Oreal Professionnel,1862.0,1960.0,False
Hair growth,-1,208993,Tresemme Keratin Smooth With Argan Oil Conditioner,Tresemme,296.0,395.0,False
Hair growth,-1,10506,LOreal Professionnel Series Expert Resveratrol Vitamino Color Shampoo,L'Oreal Professionnel,695.0,695.0,False
Hair growth,-1,72164,L'Oreal Professionnel X-Tenso Care Pro-Keratine Shampoo & Masque,L'Oreal Professionnel,1264.0,1330.0,False
Hair growth,-1,3985406,Mamaearth Onion Oil For Hair Regrowth & Hair Fall Control With Redensyl,Mamaearth,509.0,599.0,False
Hair growth,-1,1323687,Matrix Opti Care Professional Ultra Smoothing 2-Step Regime - Shampoo 200ml + Conditioner 98g,Matrix,618.0,650.0,False
Hair growth,-1,5597750,Anomaly Anti-Frizz Smoothing Conditioner with Argan Oil & Quinoa,Anomaly,750.0,750.0,False
Hair growth,-1,1323811,Matrix Opti Care Professional Ultra Smoothing 2-Step Regime - Shampoo 350ml + Conditioner 196g,Matrix,1026.0,1080.0,False
Hair growth,-1,1452366,Matrix Opti Care Professional Ultra Smoothing Regime - Shampoo 200ml + Conditioner 98g + Serum 100ml,Matrix,1035.0,1150.0,False
Hair growth,-1,1328903,Matrix Opti Care Professional Ultra Smoothing Regime -Shampoo 350ml + Conditioner 196g + Serum 100ml,Matrix,1422.0,1580.0,False
Hair growth,-1,4712773,Garnier Fructis Hair Food Reparing Shampoo,Garnier,275.0,549.0,False
Hair growth,-1,1323684,Matrix Biolage Smoothproof Smoothing Shampoo & Conditioner,Matrix,385.0,405.0,False
Hair growth,-1,5187378,"Bare Anatomy Expert Ultra Smoothing Hair Serum, Mask & Shampoo Combo",Bare Anatomy,1543.0,1815.0,False
Hair growth,-1,50996,Matrix Biolage Deep Smoothing Shampoo + Matrix Biolage Deep Smoothing Conditioner,Matrix,732.0,770.0,False
Hair growth,-1,5540659,Bare Anatomy Expert Ultra Smoothing Hair Mask & Shampoo Combo,Bare Anatomy,1206.0,1340.0,False
Hair growth,-1,2722193,Sol de Janeiro Brazilian Joia Shampoo,Sol De Janeiro,2200.0,2200.0,False
Hair growth,-1,71275,Kiehl’s Smoothing Oil-Infused Shampoo,Kiehl'S,2100.0,2100.0,False
Hair growth,-1,11300,Vaadi Herbals Superbly Smoothing Heena Shampoo With Green Tea Extracts,Vaadi Herbals,225.0,225.0,False
Hair growth,-1,11301,Vaadi Herbals Superbly Smoothing Heena Shampoo with Green Tea Extracts,Vaadi Herbals,95.0,95.0,False
Hair growth,-1,2758831,Macadamia Natural Oil Smoothing Shampoo,Na,1800.0,1800.0,False
Hair growth,-1,76273,Vaadi Herbals Superbly Smoothing Heena Shampoo With Olive Conditioner,Vaadi Herbals,195.0,195.0,False
Hair growth,-1,11302,Vaadi Herbals Value Pack Of 3 Superbly Smoothing Heena Shampoo With Green Tea Extracts,Vaadi Herbals,278.0,278.0,False
Hair growth,-1,627972,Moroccanoil Travel Smoothing Shampoo,Moroccanoil,900.0,900.0,False
Hair growth,-1,72134,OGX Anti-Breakage Keratin Oil Shampoo & Conditioner,Ogx,1438.0,1598.0,False
Hair growth,-1,5506748,Khadi Natural Anti-Breakage Hibiscus Aloe Vera Hair Oil Restores Natural Black Shinepowered Botanics,Khadi Natural,359.0,599.0,False
Hair growth,-1,698060,Yves Rocher Repair Anti Breakage Fortifying Serum,Yves Rocher,790.0,790.0,False
Hair growth,-1,2741177,Mystic Valley Coconut Chimera & Mineral Bays Anti Breakage & Soft Hair Conditioner,Mystic Valley,1140.0,1425.0,False
Hair growth,-1,421632,Wella Professionals INVIGO Damaged Hair Rescue,Wella Professionals,1311.0,1380.0,False
Hair growth,-1,4712774,Garnier Fructis Hair Food - Nourishing Banana Hair Mask,Garnier,649.0,725.0,False
Hair growth,-1,5950,Dove Intense Repair Shampoo,Dove,728.0,970.0,False
Hair growth,-1,10970,L'Oreal Paris Total Repair 5 Shampoo,L'Oreal Paris,79.0,79.0,False
Hair growth,-1,10229,Dove Intense Repair Conditioner,Dove,276.0,368.0,False
Hair growth,-1,5506341,Nykaa Naturals Fermented Rice Water & Bamboo Shampoo Dry & Damaged Hair,Nykaa Naturals,359.0,399.0,False
Hair growth,-1,804397,Schwarzkopf Professional Shampoo + Conditioner Combo - For Damaged Hair,Schwarzkopf Professional,1860.0,2000.0,False
Hair growth,-1,1133793,Nykaa Naturals Fermented Rice Water & Bamboo Paraben & Sulphate Free Hair Mask - Dry & Damaged Hair,Nykaa Naturals,599.0,599.0,False
Hair growth,-1,959832,Nykaa Naturals Fermented Rice Water & Bamboo Shampoo Dry & Damaged Hair,Nykaa Naturals,359.0,399.0,False
Hair growth,-1,959837,Nykaa Naturals Fermented Rice Water & Bamboo Paraben & Sulphate Free Conditioner - Dry & Damaged Hair,Nykaa Naturals,359.0,399.0,False
Hair growth,-1,13655,L'Oreal Paris Total Repair 5 Conditioner,L'Oreal Paris,209.0,209.0,False
Hair growth,-1,2777818,Nykaa Naturals Fermented Rice Water & Bamboo Shampoo & Conditioner Combo For Dry & Damaged Hair,Nykaa Naturals,599.0,798.0,False
Hair growth,-1,2777821,"Nykaa Naturals Fermented Rice Water Shampoo, Conditioner & Hair Mask Combo For Dry & Damaged Hair",Nykaa Naturals,978.0,1397.0,False
Hair growth,-1,4898909,Bare Anatomy EXPERT Damage Repair Hair Mask For Dull & Damaged Hair With Ceramide A2,Bare Anatomy,685.0,745.0,False
Hair growth,-1,4712772,Garnier Fructis Hair Food Smoothing Conditioner,Garnier,549.0,549.0,False
Hair growth,-1,4618536,Bare Anatomy EXPERT Damage Repair Serum For Dry & Damaged Hair With Ceramide A2,Bare Anatomy,437.0,475.0,False
Hair growth,-1,688699,Schwarzkopf Professional Bonacure Peptide Repair Rescue Micellar Shampoo + Conditioner + Mask + Serum - For Dry & Damaged Hair,Schwarzkopf Professional,3520.0,3785.0,False
Hair growth,-1,5083400,Fable & Mane HoliRoots Repairing Hair Mask For Damaged Hair With Mango Butter Banana & Coconut Cream,Fable & Mane,2500.0,2500.0,False
Hair growth,-1,418274,Nykaa Naturals Skin Secrets Exotic Indulgence Sheet Mask,Nykaa Naturals,85.0,100.0,False
Hair growth,-1,4884174,Nykaa Naturals Skin Secrets Indian Rituals Sheet Mask,Nykaa Naturals,85.0,100.0,False
Hair growth,-1,5544124,MCaffeine Exfoliating Coffee Body Scrub For Tan Removal & Soft-smooth Skin - 100% Natural & Vegan,Mcaffeine,379.0,449.0,False
Hair growth,-1,875156,Neutrogena Hydro Boost Water Gel,Neutrogena,360.0,450.0,False
Hair growth,-1,833283,Estee Lauder Advanced Night Repair Synchronized Multi-Recovery Complex (Serum),Estee Lauder,5900.0,5900.0,False
Hair growth,-1,1068002,Minimalist 10% Vitamin C Serum For Face For Illuminating Skin For Beginners,Minimalist,629.0,699.0,False
Hair growth,-1,1112060,L'Oreal Paris Revitalift 1.5% Hyaluronic Acid Serum,L'Oreal Paris,849.0,999.0,False
Hair growth,-1,863854,Nykaa Naturals Face Wash,Nykaa Naturals,97.0,139.0,False
Hair growth,-1,5003161,The Ordinary Hyaluronic Acid 2% + B5,The Ordinary,700.0,700.0,False
Hair growth,-1,1467106,Minimalist 2% Salicylic Acid + LHA Cleanser With Zinc For Reducing Sebum & Acne,Minimalist,284.0,299.0,False
Hair growth,-1,2793282,Dot & Key Vitamin C + E Super Bright Moisturizer,Dot & Key,476.0,595.0,False
Hair growth,-1,542941,The Face Shop Real Nature Face Mask,The Face Shop,100.0,100.0,False
Hair growth,-1,4884175,Nykaa Naturals Skin Secrets Active Skin Solutions Sheet Mask,Nykaa Naturals,100.0,100.0,False
Hair growth,-1,822107,M.A.C Strobe Cream / Mini Hydratant Lumineux Pinklite,M.A.C,1100.0,1100.0,False
Hair growth,-1,464331,TONYMOLY Pureness 100 Mask Sheet,Tonymoly,100.0,100.0,False
Hair growth,-1,10087,Schwarzkopf Professional SPA Essence Nourishing Shampoo,Schwarzkopf Professional,1045.0,1100.0,False
Hair growth,-1,4317603,L'Oreal Paris Extraordinary Oil Smooth Shampoo(Paraben & Silicone Free) 440ml| Nourishing Shampoo,L'Oreal Paris,949.0,999.0,False
Hair growth,-1,543694,"Wella Professionals INVIGO Nutri Enrich Deep Nourishing Mask, Shampoo & Conditioner Combo",Wella Professionals,2009.0,2115.0,False
Hair growth,-1,386434,Biotique Bio Soya Protein Fresh Nourishing Shampoo,Biotique,155.0,155.0,False
Hair growth,-1,25257,The Body Shop Banana Truly Nourishing Shampoo,The Body Shop,745.0,745.0,False
Hair growth,-1,730038,"Schwarzkopf Professional Bonacure Scalp Genesis Spa Essence Nourishing Shampoo, Conditioner with Enriching Masque Combo",Schwarzkopf Professional,2660.0,2860.0,False
Hair growth,-1,1037225,Matrix Opti Long Nourish Protect Nourishing Shampoo Ceramide,Matrix,360.0,360.0,False
Hair growth,-1,32603,Sunsilk Nourishing Soft & Smooth Shampoo With Egg Protein Almond Oil & Vitamin C,Sunsilk,510.0,600.0,False
Hair growth,-1,1423,Sunsilk Nourishing Soft & Smooth Shampoo With Egg Protein Almond Oil & Vitamin C,Sunsilk,224.0,280.0,False
Hair growth,-1,1323812,Matrix Opti Long Nourish Protect Nourishing Shampoo Ceramide 200ml & Conditioner 98g,Matrix,603.0,635.0,False
Hair growth,-1,755955,Just Herbs 8 In 1 Root Nourishing Amla Neem Shampoo,Just Herbs,450.0,625.0,False
Hair growth,-1,269945,The Body Shop Banana Truly Nourishing Shampoo,The Body Shop,745.0,745.0,False
Hair growth,-1,755953,"Just Herbs Lush Methi Shikakai Nourishing Shampoo For Dry,Frizzy Hair",Just Herbs,450.0,625.0,False
Hair growth,-1,730062,"Schwarzkopf Professional Bonacure Scalp Genesis Spa Essence Nourishing Shampoo, Conditioner with Hydrating Cream Masque Combo",Schwarzkopf Professional,2660.0,2860.0,False
Hair growth,-1,2777504,Pilgrim Hair Nourishing Essentials Sulphate Free Shampoo + Argan Oil Hair Conditioner & Hair Serum,Pilgrim,1140.0,1200.0,False
Hair growth,-1,6788927,Matrix Opti Long Nourish Protect Nourishing Regime -Shampoo + Conditioner + Leave In Cream,Matrix,995.0,1105.0,False
Hair growth,-1,952743,Biotique Advanced Organics Banana Deeply Nourishing Shampoo,Biotique,330.0,330.0,False
Hair growth,-1,1330516,Baidyanath Shikakai And Bhringraj Nourishing Shampoo,Baidyanath,180.0,240.0,False
